,gene_id,organism,plate_location,address,target,target_plate
900,BBF10K_000150,Mycoplasma_syn3,glycerol-plate_6,B3,79.0,Mycoplasma_syn3_2
901,BBF10K_000141,Mycoplasma_syn3,glycerol-plate_6,C2,80.0,Mycoplasma_syn3_2
902,BBF10K_000033,Mycoplasma_syn3,glycerol-plate_6,C5,81.0,Mycoplasma_syn3_2
903,BBF10K_000092,Mycoplasma_syn3,glycerol-plate_6,A1,82.0,Mycoplasma_syn3_2
904,BBF10K_000073,Mycoplasma_syn3,glycerol-plate_6,H6,83.0,Mycoplasma_syn3_2
905,BBF10K_000030,Mycoplasma_syn3,glycerol-plate_6,C1,84.0,Mycoplasma_syn3_2
906,BBF10K_000253,Mycoplasma_syn3,glycerol-plate_6,H5,85.0,Mycoplasma_syn3_2
907,BBF10K_000317,Mycoplasma_syn3,glycerol-plate_6,A3,86.0,Mycoplasma_syn3_2
908,BBF10K_000241,Mycoplasma_syn3,glycerol-plate_8,E2,87.0,Mycoplasma_syn3_2
909,BBF10K_000022,Mycoplasma_syn3,glycerol-plate_8,F3,88.0,Mycoplasma_syn3_2
910,BBF10K_000018,Mycoplasma_syn3,glycerol-plate_8,G2,89.0,Mycoplasma_syn3_2
